id,user_id,page_name,page_path,session_id,ip_address,user_agent,viewed_at,duration_seconds,left_at
265,1,Homepage,/,session-1754494524136-de6wrek6d,,,2025-08-06T15:35:26.563333,,
266,1,Homepage,/,session-1754494524136-de6wrek6d,,,2025-08-06T15:35:29.566666,,
267,1,Homepage,/,session-1754494524136-de6wrek6d,,,2025-08-06T15:35:30.016666,,
268,1,Settings,/settings,session-1754494531331-gt91ajgjs,,,2025-08-06T15:35:31.770000,,
269,1,Settings,/settings,session-1754494531331-gt91ajgjs,,,2025-08-06T15:37:02.956666,,
270,1,Homepage,/,session-1754422631729-v0fssggm8,,,2025-08-06T16:11:35.106666,,
271,1,Settings,/settings,session-1754422631729-v0fssggm8,,,2025-08-06T16:11:41.626666,,
272,1,Homepage,/,session-1754497176549-l1mwhi2uy,,,2025-08-06T16:19:38.903333,,
273,1,Homepage,/,session-1754497176549-l1mwhi2uy,,,2025-08-06T16:19:39.333333,,
274,1,Settings,/settings,session-1754497186630-xmy90sags,,,2025-08-06T16:19:47.610000,,
275,1,Settings,/settings,session-1754497186630-xmy90sags,,,2025-08-06T16:21:18.230000,,
276,1,Settings,/settings,session-1754497186630-xmy90sags,,,2025-08-06T16:21:18.676666,,
277,1,Homepage,/,session-1754498134948-1ctmrqvrx,,,2025-08-06T16:36:19.810000,,
278,1,Homepage,/,session-1754498134948-1ctmrqvrx,,,2025-08-06T16:36:20.233333,,
